Team,Phase,Season,Venue,Opponent,Match Result,Player,Role,Runs Scored,Balls Faced,Strike Rate,Economy Rate,Wickets Taken,Dot Ball Percentage,Performance vs Team,Bowling Economy vs Team,Rolling Strike Rate,Rolling Economy Rate,Consistency Score
Kolkata Knight Riders,Powerplay,2023,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Loss,N Rana,Batter,4,7,57.14,,,85.71,57.14285714,,95.018,,70.36972843
Kolkata Knight Riders,Powerplay,2023,"Eden Gardens, Kolkata",Chennai Super Kings,Win,N Rana,Batter,16,14,114.29,,,64.29,114.2857143,,77.876,,70.36972843
Kolkata Knight Riders,Powerplay,2023,"Eden Gardens, Kolkata",Lucknow Super Giants,Win,N Rana,Batter,0,1,0,,,100,0,,71.21,,70.36972843
Kolkata Knight Riders,Powerplay,2023,"Eden Gardens, Kolkata",Punjab Kings,Win,N Rana,Batter,6,5,120,,,40,120,,58.286,,70.36972843
Kolkata Knight Riders,Powerplay,2023,"Eden Gardens, Kolkata",Rajasthan Royals,Loss,N Rana,Batter,6,4,150,,,25,150,,88.286,,70.36972843
Kolkata Knight Riders,Powerplay,2023,"Eden Gardens, Kolkata",Royal Challengers Bangalore,Loss,N Rana,Batter,1,4,25,,,75,25,,81.858,,70.36972843
Kolkata Knight Riders,Powerplay,2023,"Eden Gardens, Kolkata",Sunrisers Hyderabad,Win,N Rana,Batter,30,10,300,,,20,300,,119,,70.36972843
Kolkata Knight Riders,Powerplay,2023,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Win,N Rana,Batter,9,7,128.57,,,42.86,128.5714286,,144.714,,70.36972843
Kolkata Knight Riders,Powerplay,2023,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Win,N Rana,Batter,3,3,100,,,33.33,100,,140.714,,70.36972843
Kolkata Knight Riders,Powerplay,2023,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,Win,N Rana,Batter,7,5,140,,,40,140,,138.714,,70.36972843
Kolkata Knight Riders,Powerplay,2023,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Loss,N Rana,Batter,12,10,120,,,40,120,,157.714,,70.36972843
Kolkata Knight Riders,Powerplay,2023,"Wankhede Stadium, Mumbai",Mumbai Indians,Loss,N Rana,Batter,0,3,0,,,100,0,,97.714,,70.36972843
Kolkata Knight Riders,Powerplay,2024,"Eden Gardens, Kolkata",Mumbai Indians,Loss,N Rana,Batter,5,6,83.33,,,66.67,83.33333333,,88.666,,70.36972843
Kolkata Knight Riders,Powerplay,2024,"Eden Gardens, Kolkata",Sunrisers Hyderabad,Loss,N Rana,Batter,7,8,87.5,,,62.5,87.5,,86.166,,70.36972843
Kolkata Knight Riders,Powerplay,2018,Arun Jaitley Stadium,Delhi Daredevils,Win,N Rana,Batter,8,7,114.29,,,28.57,114.2857143,,81.024,,70.36972843
Kolkata Knight Riders,Powerplay,2018,Eden Gardens,Mumbai Indians,Win,N Rana,Batter,9,9,100,,,66.67,100,,77.024,,70.36972843
Kolkata Knight Riders,Powerplay,2018,Eden Gardens,Rajasthan Royals,Loss,N Rana,Batter,3,5,60,,,60,60,,89.024,,70.36972843
Kolkata Knight Riders,Powerplay,2018,Eden Gardens,Rajasthan Royals,Win,N Rana,Batter,8,10,80,,,60,80,,88.358,,70.36972843
Kolkata Knight Riders,Powerplay,2018,Eden Gardens,Sunrisers Hyderabad,Win,N Rana,Batter,14,9,155.56,,,55.56,155.5555556,,101.97,,70.36972843
Kolkata Knight Riders,Powerplay,2018,Wankhede Stadium,Mumbai Indians,Win,N Rana,Batter,12,7,171.43,,,57.14,171.4285714,,113.398,,70.36972843
Kolkata Knight Riders,Powerplay,2019,Eden Gardens,Rajasthan Royals,Loss,N Rana,Batter,13,15,86.67,,,60,86.66666667,,110.732,,70.36972843
Kolkata Knight Riders,Powerplay,2019,Eden Gardens,Royal Challengers Bangalore,Win,N Rana,Batter,4,6,66.67,,,83.33,66.66666667,,112.066,,70.36972843
Kolkata Knight Riders,Powerplay,2019,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Loss,N Rana,Batter,9,8,112.5,,,37.5,112.5,,118.566,,70.36972843
Kolkata Knight Riders,Powerplay,2020/21,Dubai International Cricket Stadium,Chennai Super Kings,Loss,N Rana,Batter,24,22,109.09,,,68.18,109.0909091,,109.272,,70.36972843
Kolkata Knight Riders,Powerplay,2020/21,Dubai International Cricket Stadium,Rajasthan Royals,Loss,N Rana,Batter,4,7,57.14,,,85.71,57.14285714,,86.414,,70.36972843
Kolkata Knight Riders,Powerplay,2020/21,Sharjah Cricket Stadium,Delhi Capitals,Win,N Rana,Batter,27,15,180,,,40,180,,105.08,,70.36972843
Kolkata Knight Riders,Powerplay,2020/21,Sharjah Cricket Stadium,Kings XI Punjab,Loss,N Rana,Batter,0,1,0,,,100,0,,91.746,,70.36972843
Kolkata Knight Riders,Powerplay,2020/21,Sharjah Cricket Stadium,Royal Challengers Bangalore,Win,N Rana,Batter,6,7,85.71,,,57.14,85.71428571,,86.388,,70.36972843
Kolkata Knight Riders,Powerplay,2020/21,Sheikh Zayed Stadium,Chennai Super Kings,Loss,N Rana,Batter,6,6,100,,,50,100,,84.57,,70.36972843
Kolkata Knight Riders,Powerplay,2020/21,Sheikh Zayed Stadium,Delhi Capitals,Loss,N Rana,Batter,13,14,92.86,,,50,92.85714286,,91.714,,70.36972843
Kolkata Knight Riders,Powerplay,2020/21,Sheikh Zayed Stadium,Kings XI Punjab,Loss,N Rana,Batter,2,4,50,,,50,50,,65.714,,70.36972843
Kolkata Knight Riders,Powerplay,2020/21,Sheikh Zayed Stadium,Mumbai Indians,Loss,N Rana,Batter,5,6,83.33,,,66.67,83.33333333,,82.38,,70.36972843
Kolkata Knight Riders,Powerplay,2020/21,Sheikh Zayed Stadium,Mumbai Indians,Win,N Rana,Batter,7,6,116.67,,,66.67,116.6666667,,88.572,,70.36972843
Kolkata Knight Riders,Powerplay,2020/21,Sheikh Zayed Stadium,Royal Challengers Bangalore,Loss,N Rana,Batter,0,1,0,,,100,0,,68.572,,70.36972843
Kolkata Knight Riders,Powerplay,2020/21,Sheikh Zayed Stadium,Sunrisers Hyderabad,Win,N Rana,Batter,26,13,200,,,38.46,200,,90,,70.36972843
Kolkata Knight Riders,Powerplay,2021,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,Win,N Rana,Batter,23,21,109.52,,,57.14,109.5238095,,101.904,,70.36972843
Kolkata Knight Riders,Powerplay,2021,"MA Chidambaram Stadium, Chepauk, Chennai",Royal Challengers Bangalore,Win,N Rana,Batter,10,7,142.86,,,28.57,142.8571429,,113.81,,70.36972843
Kolkata Knight Riders,Powerplay,2021,"MA Chidambaram Stadium, Chepauk, Chennai",Sunrisers Hyderabad,Loss,N Rana,Batter,36,25,144,,,52,144,,119.276,,70.36972843
Kolkata Knight Riders,Powerplay,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Loss,PD Salt,Batter,32,14,228.57,,,21.43,228.5714286,,228.57,,76.63964488
Kolkata Knight Riders,Powerplay,2024,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Delhi Capitals,Loss,PD Salt,Batter,18,14,128.57,,,64.29,128.5714286,,178.57,,76.63964488
Kolkata Knight Riders,Powerplay,2024,"Eden Gardens, Kolkata",Delhi Capitals,Win,PD Salt,Batter,60,29,206.9,,,41.38,206.8965517,,188.0133333,,76.63964488
Kolkata Knight Riders,Powerplay,2024,"Eden Gardens, Kolkata",Lucknow Super Giants,Win,PD Salt,Batter,30,18,166.67,,,44.44,166.6666667,,182.6775,,76.63964488
Kolkata Knight Riders,Powerplay,2024,"Eden Gardens, Kolkata",Mumbai Indians,Loss,PD Salt,Batter,6,5,120,,,80,120,,170.142,,76.63964488
Kolkata Knight Riders,Powerplay,2024,"Eden Gardens, Kolkata",Punjab Kings,Loss,PD Salt,Batter,35,22,159.09,,,40.91,159.0909091,,156.246,,76.63964488
Kolkata Knight Riders,Powerplay,2024,"Eden Gardens, Kolkata",Rajasthan Royals,Loss,PD Salt,Batter,10,13,76.92,,,61.54,76.92307692,,145.916,,76.63964488
Kolkata Knight Riders,Powerplay,2024,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,Loss,PD Salt,Batter,48,14,342.86,,,21.43,342.8571429,,173.108,,76.63964488
Kolkata Knight Riders,Powerplay,2024,"Eden Gardens, Kolkata",Sunrisers Hyderabad,Loss,PD Salt,Batter,24,19,126.32,,,52.63,126.3157895,,165.038,,76.63964488
Kolkata Knight Riders,Powerplay,2024,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Win,PD Salt,Batter,28,16,175,,,31.25,175,,176.038,,76.63964488
Kolkata Knight Riders,Powerplay,2024,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Loss,PD Salt,Batter,0,1,0,,,100,0,,144.22,,76.63964488
Kolkata Knight Riders,Powerplay,2024,"Wankhede Stadium, Mumbai",Mumbai Indians,Loss,PD Salt,Batter,5,4,125,,,50,125,,153.836,,76.63964488
Kolkata Knight Riders,Powerplay,2016,Feroz Shah Kotla,Delhi Daredevils,Win,PP Chawla,Batter,8,5,160,,,60,160,,160,,90.38093812
Kolkata Knight Riders,Powerplay,2016,Green Park,Gujarat Lions,Loss,PP Chawla,Batter,7,8,87.5,,,62.5,87.5,,123.75,,90.38093812
Kolkata Knight Riders,Powerplay,2021,Dubai International Cricket Stadium,Punjab Kings,Loss,RA Tripathi,Batter,12,11,109.09,,,45.45,109.0909091,,109.09,,65.92633262
Kolkata Knight Riders,Powerplay,2021,Dubai International Cricket Stadium,Sunrisers Hyderabad,Win,RA Tripathi,Batter,5,2,250,,,0,250,,179.545,,65.92633262
Kolkata Knight Riders,Powerplay,2021,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,Loss,RA Tripathi,Batter,6,5,120,,,40,120,,159.6966667,,65.92633262
Kolkata Knight Riders,Powerplay,2021,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,Win,RA Tripathi,Batter,15,13,115.38,,,53.85,115.3846154,,148.6175,,65.92633262
Kolkata Knight Riders,Powerplay,2021,Sharjah Cricket Stadium,Delhi Capitals,Win,RA Tripathi,Batter,9,5,180,,,40,180,,154.894,,65.92633262
Kolkata Knight Riders,Powerplay,2021,Sharjah Cricket Stadium,Royal Challengers Bangalore,Win,RA Tripathi,Batter,4,2,200,,,50,200,,173.076,,65.92633262
Kolkata Knight Riders,Powerplay,2021,"Wankhede Stadium, Mumbai",Chennai Super Kings,Win,RA Tripathi,Batter,8,9,88.89,,,44.44,88.88888889,,140.854,,65.92633262
Kolkata Knight Riders,Powerplay,2021,"Zayed Cricket Stadium, Abu Dhabi",Chennai Super Kings,Loss,RA Tripathi,Batter,21,12,175,,,16.67,175,,151.854,,65.92633262
Kolkata Knight Riders,Powerplay,2021,"Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,Win,RA Tripathi,Batter,16,12,133.33,,,33.33,133.3333333,,155.444,,65.92633262
Kolkata Knight Riders,Powerplay,2020/21,Dubai International Cricket Stadium,Rajasthan Royals,Loss,RA Tripathi,Batter,20,16,125,,,62.5,125,,144.444,,65.92633262
Kolkata Knight Riders,Powerplay,2020/21,Sharjah Cricket Stadium,Kings XI Punjab,Loss,RA Tripathi,Batter,7,4,175,,,50,175,,139.444,,65.92633262
Kolkata Knight Riders,Powerplay,2020/21,Sheikh Zayed Stadium,Chennai Super Kings,Loss,RA Tripathi,Batter,31,20,155,,,45,155,,152.666,,65.92633262
Kolkata Knight Riders,Powerplay,2020/21,Sheikh Zayed Stadium,Delhi Capitals,Loss,RA Tripathi,Batter,13,12,108.33,,,41.67,108.3333333,,139.332,,65.92633262
Kolkata Knight Riders,Powerplay,2020/21,Sheikh Zayed Stadium,Kings XI Punjab,Loss,RA Tripathi,Batter,4,10,40,,,90,40,,120.666,,65.92633262
Kolkata Knight Riders,Powerplay,2020/21,Sheikh Zayed Stadium,Mumbai Indians,Loss,RA Tripathi,Batter,7,10,70,,,60,70,,109.666,,65.92633262
Kolkata Knight Riders,Powerplay,2020/21,Sheikh Zayed Stadium,Royal Challengers Bangalore,Loss,RA Tripathi,Batter,1,5,20,,,80,20,,78.666,,65.92633262
Kolkata Knight Riders,Powerplay,2020/21,Sheikh Zayed Stadium,Sunrisers Hyderabad,Win,RA Tripathi,Batter,23,16,143.75,,,31.25,143.75,,76.416,,65.92633262
Kolkata Knight Riders,Powerplay,2021,"MA Chidambaram Stadium, Chepauk, Chennai",Royal Challengers Bangalore,Win,RA Tripathi,Batter,25,20,125,,,50,125,,79.75,,65.92633262
Kolkata Knight Riders,Powerplay,2022,"Dr DY Patil Sports Academy, Mumbai",Gujarat Titans,Win,RK Singh,Batter,8,6,133.33,,,50,133.3333333,,133.33,,55.28364176
Kolkata Knight Riders,Powerplay,2022,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Win,RK Singh,Batter,1,1,100,,,0,100,,116.665,,55.28364176
Kolkata Knight Riders,Powerplay,2023,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Win,RK Singh,Batter,12,7,171.43,,,42.86,171.4285714,,134.92,,55.28364176
Kolkata Knight Riders,Powerplay,2023,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Loss,RK Singh,Batter,6,5,120,,,40,120,,131.19,,55.28364176
Kolkata Knight Riders,Powerplay,2024,"Wankhede Stadium, Mumbai",Mumbai Indians,Loss,RK Singh,Batter,9,7,128.57,,,57.14,128.5714286,,130.666,,55.28364176
Kolkata Knight Riders,Powerplay,2014,Barabati Stadium,Kings XI Punjab,Win,RV Uthappa,Batter,39,24,162.5,,,50,162.5,,162.5,,58.03246489
Kolkata Knight Riders,Powerplay,2014,Barabati Stadium,Mumbai Indians,Win,RV Uthappa,Batter,32,25,128,,,52,128,,145.25,,58.03246489
Kolkata Knight Riders,Powerplay,2014,Dubai International Cricket Stadium,Delhi Daredevils,Loss,RV Uthappa,Batter,5,8,62.5,,,37.5,62.5,,117.6666667,,58.03246489
Kolkata Knight Riders,Powerplay,2014,Eden Gardens,Chennai Super Kings,Win,RV Uthappa,Batter,41,22,186.36,,,31.82,186.3636364,,134.84,,58.03246489
Kolkata Knight Riders,Powerplay,2014,Eden Gardens,Kings XI Punjab,Loss,RV Uthappa,Batter,37,21,176.19,,,28.57,176.1904762,,143.11,,58.03246489
Kolkata Knight Riders,Powerplay,2014,Eden Gardens,Royal Challengers Bangalore,Loss,RV Uthappa,Batter,13,13,100,,,30.77,100,,130.61,,58.03246489
Kolkata Knight Riders,Powerplay,2014,Eden Gardens,Sunrisers Hyderabad,Win,RV Uthappa,Batter,18,16,112.5,,,50,112.5,,127.51,,58.03246489
Kolkata Knight Riders,Powerplay,2014,Feroz Shah Kotla,Delhi Daredevils,Win,RV Uthappa,Batter,22,20,110,,,40,110,,137.01,,58.03246489
Kolkata Knight Riders,Powerplay,2014,JSCA International Stadium Complex,Chennai Super Kings,Win,RV Uthappa,Batter,26,19,136.84,,,42.11,136.8421053,,127.106,,58.03246489
Kolkata Knight Riders,Powerplay,2014,M Chinnaswamy Stadium,Kings XI Punjab,Win,RV Uthappa,Batter,5,3,166.67,,,33.33,166.6666667,,125.202,,58.03246489
Kolkata Knight Riders,Powerplay,2014,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Win,RV Uthappa,Batter,18,18,100,,,50,100,,125.202,,58.03246489
Kolkata Knight Riders,Powerplay,2014,"Sardar Patel Stadium, Motera",Rajasthan Royals,Win,RV Uthappa,Batter,28,24,116.67,,,50,116.6666667,,126.036,,58.03246489
Kolkata Knight Riders,Powerplay,2014,Sheikh Zayed Stadium,Kings XI Punjab,Win,RV Uthappa,Batter,5,5,100,,,60,100,,124.036,,58.03246489
Kolkata Knight Riders,Powerplay,2015,Brabourne Stadium,Rajasthan Royals,Win,RV Uthappa,Batter,14,9,155.56,,,44.44,155.5555556,,127.78,,58.03246489
Kolkata Knight Riders,Powerplay,2015,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Sunrisers Hyderabad,Win,RV Uthappa,Batter,34,22,154.55,,,27.27,154.5454545,,125.356,,58.03246489
Kolkata Knight Riders,Powerplay,2015,Eden Gardens,Chennai Super Kings,Win,RV Uthappa,Batter,16,17,94.12,,,47.06,94.11764706,,124.18,,58.03246489
Kolkata Knight Riders,Powerplay,2015,Eden Gardens,Delhi Daredevils,Loss,RV Uthappa,Batter,29,24,120.83,,,54.17,120.8333333,,125.012,,58.03246489
Kolkata Knight Riders,Powerplay,2015,Eden Gardens,Kings XI Punjab,Win,RV Uthappa,Batter,17,11,154.55,,,36.36,154.5454545,,135.922,,58.03246489
Kolkata Knight Riders,Powerplay,2015,Eden Gardens,Mumbai Indians,Win,RV Uthappa,Batter,9,12,75,,,66.67,75,,119.81,,58.03246489
Kolkata Knight Riders,Powerplay,2015,Eden Gardens,Royal Challengers Bangalore,Loss,RV Uthappa,Batter,26,15,173.33,,,13.33,173.3333333,,123.566,,58.03246489
Kolkata Knight Riders,Powerplay,2015,Eden Gardens,Sunrisers Hyderabad,Loss,RV Uthappa,Batter,21,15,140,,,46.67,140,,132.742,,58.03246489
Kolkata Knight Riders,Powerplay,2015,Feroz Shah Kotla,Delhi Daredevils,Win,RV Uthappa,Batter,13,14,92.86,,,50,92.85714286,,127.148,,58.03246489
Kolkata Knight Riders,Powerplay,2015,M Chinnaswamy Stadium,Royal Challengers Bangalore,Loss,RV Uthappa,Batter,22,20,110,,,45,110,,118.238,,58.03246489
Kolkata Knight Riders,Powerplay,2015,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Win,RV Uthappa,Batter,39,18,216.67,,,27.78,216.6666667,,146.572,,58.03246489
Kolkata Knight Riders,Powerplay,2015,Maharashtra Cricket Association Stadium,Kings XI Punjab,Win,RV Uthappa,Batter,13,10,130,,,40,130,,137.906,,58.03246489
Kolkata Knight Riders,Powerplay,2015,Wankhede Stadium,Mumbai Indians,Win,RV Uthappa,Batter,25,21,119.05,,,52.38,119.047619,,133.716,,58.03246489
Kolkata Knight Riders,Powerplay,2016,Eden Gardens,Delhi Daredevils,Win,RV Uthappa,Batter,30,23,130.43,,,60.87,130.4347826,,141.23,,58.03246489
Kolkata Knight Riders,Powerplay,2016,Eden Gardens,Gujarat Lions,Loss,RV Uthappa,Batter,14,10,140,,,50,140,,147.23,,58.03246489
Kolkata Knight Riders,Powerplay,2016,Eden Gardens,Kings XI Punjab,Loss,RV Uthappa,Batter,13,12,108.33,,,16.67,108.3333333,,125.562,,58.03246489
Kolkata Knight Riders,Powerplay,2016,Eden Gardens,Mumbai Indians,Loss,RV Uthappa,Batter,8,10,80,,,50,80,,115.562,,58.03246489
Kolkata Knight Riders,Powerplay,2016,Eden Gardens,Rising Pune Supergiants,Win,RV Uthappa,Batter,4,2,200,,,50,200,,131.752,,58.03246489
Kolkata Knight Riders,Powerplay,2016,Eden Gardens,Royal Challengers Bangalore,Loss,RV Uthappa,Batter,2,4,50,,,50,50,,115.666,,58.03246489
Kolkata Knight Riders,Powerplay,2016,Eden Gardens,Sunrisers Hyderabad,Loss,RV Uthappa,Batter,25,17,147.06,,,35.29,147.0588235,,117.078,,58.03246489
Kolkata Knight Riders,Powerplay,2016,Feroz Shah Kotla,Delhi Daredevils,Win,RV Uthappa,Batter,20,17,117.65,,,23.53,117.6470588,,118.942,,58.03246489
Kolkata Knight Riders,Powerplay,2016,Feroz Shah Kotla,Sunrisers Hyderabad,Win,RV Uthappa,Batter,11,7,157.14,,,42.86,157.1428571,,134.37,,58.03246489
Kolkata Knight Riders,Powerplay,2016,Green Park,Gujarat Lions,Loss,RV Uthappa,Batter,25,20,125,,,45,125,,119.37,,58.03246489
Kolkata Knight Riders,Powerplay,2016,M Chinnaswamy Stadium,Royal Challengers Bangalore,Win,RV Uthappa,Batter,1,4,25,,,75,25,,114.37,,58.03246489
Kolkata Knight Riders,Powerplay,2016,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,Win,RV Uthappa,Batter,0,1,0,,,100,0,,84.958,,58.03246489
Kolkata Knight Riders,Powerplay,2016,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Win,RV Uthappa,Batter,45,23,195.65,,,21.74,195.6521739,,100.558,,58.03246489
Kolkata Knight Riders,Powerplay,2016,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Win,RV Uthappa,Batter,22,20,110,,,45,110,,91.13,,58.03246489
Kolkata Knight Riders,Powerplay,2016,Wankhede Stadium,Mumbai Indians,Loss,RV Uthappa,Batter,33,15,220,,,13.33,220,,110.13,,58.03246489
Kolkata Knight Riders,Powerplay,2017,Eden Gardens,Delhi Daredevils,Win,RV Uthappa,Batter,14,12,116.67,,,33.33,116.6666667,,128.464,,58.03246489
Kolkata Knight Riders,Powerplay,2017,Eden Gardens,Gujarat Lions,Loss,RV Uthappa,Batter,12,8,150,,,25,150,,158.464,,58.03246489
Kolkata Knight Riders,Powerplay,2017,Eden Gardens,Kings XI Punjab,Win,RV Uthappa,Batter,0,2,0,,,100,0,,119.334,,58.03246489
Kolkata Knight Riders,Powerplay,2017,Eden Gardens,Mumbai Indians,Win,RV Uthappa,Batter,2,4,50,,,50,50,,107.334,,58.03246489
Kolkata Knight Riders,Powerplay,2017,Eden Gardens,Royal Challengers Bangalore,Loss,RV Uthappa,Batter,11,8,137.5,,,37.5,137.5,,90.834,,58.03246489
Kolkata Knight Riders,Powerplay,2017,Eden Gardens,Sunrisers Hyderabad,Loss,RV Uthappa,Batter,16,9,177.78,,,33.33,177.7777778,,103.056,,58.03246489
Kolkata Knight Riders,Powerplay,2017,Feroz Shah Kotla,Delhi Daredevils,Win,RV Uthappa,Batter,4,2,200,,,50,200,,113.056,,58.03246489
Kolkata Knight Riders,Powerplay,2017,M Chinnaswamy Stadium,Mumbai Indians,Loss,RV Uthappa,Batter,1,3,33.33,,,66.67,33.33333333,,119.722,,58.03246489
Kolkata Knight Riders,Powerplay,2017,M Chinnaswamy Stadium,Sunrisers Hyderabad,Win,RV Uthappa,Batter,1,3,33.33,,,66.67,33.33333333,,116.388,,58.03246489
Kolkata Knight Riders,Powerplay,2017,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,Win,RV Uthappa,Batter,11,11,100,,,54.55,100,,108.888,,58.03246489
Kolkata Knight Riders,Powerplay,2017,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Win,RV Uthappa,Batter,15,10,150,,,40,150,,103.332,,58.03246489
Kolkata Knight Riders,Powerplay,2017,Wankhede Stadium,Mumbai Indians,Loss,RV Uthappa,Batter,4,3,133.33,,,66.67,133.3333333,,89.998,,58.03246489
Kolkata Knight Riders,Powerplay,2018,Eden Gardens,Delhi Daredevils,Loss,RV Uthappa,Batter,26,14,185.71,,,35.71,185.7142857,,120.474,,58.03246489
Kolkata Knight Riders,Powerplay,2018,Eden Gardens,Kings XI Punjab,Loss,RV Uthappa,Batter,24,17,141.18,,,47.06,141.1764706,,142.044,,58.03246489
Kolkata Knight Riders,Powerplay,2018,Eden Gardens,Royal Challengers Bangalore,Win,RV Uthappa,Batter,10,7,142.86,,,28.57,142.8571429,,150.616,,58.03246489
Kolkata Knight Riders,Powerplay,2018,Eden Gardens,Sunrisers Hyderabad,Loss,RV Uthappa,Batter,3,8,37.5,,,62.5,37.5,,128.116,,58.03246489
Kolkata Knight Riders,Powerplay,2018,MA Chidambaram Stadium,Chennai Super Kings,Loss,RV Uthappa,Batter,28,14,200,,,50,200,,141.45,,58.03246489
Kolkata Knight Riders,Powerplay,2018,Sawai Mansingh Stadium,Rajasthan Royals,Win,RV Uthappa,Batter,25,16,156.25,,,37.5,156.25,,135.558,,58.03246489
Kolkata Knight Riders,Powerplay,2019,Arun Jaitley Stadium,Delhi Capitals,Win,RV Uthappa,Batter,13,8,162.5,,,12.5,162.5,,139.822,,58.03246489
Kolkata Knight Riders,Powerplay,2019,Eden Gardens,Delhi Capitals,Loss,RV Uthappa,Batter,18,20,90,,,70,90,,129.25,,58.03246489
Kolkata Knight Riders,Powerplay,2019,Eden Gardens,Kings XI Punjab,Loss,RV Uthappa,Batter,16,12,133.33,,,50,133.3333333,,148.416,,58.03246489
Kolkata Knight Riders,Powerplay,2019,Eden Gardens,Sunrisers Hyderabad,Win,RV Uthappa,Batter,17,10,170,,,30,170,,142.416,,58.03246489
Kolkata Knight Riders,Powerplay,2019,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Win,RV Uthappa,Batter,12,10,120,,,50,120,,135.166,,58.03246489
Kolkata Knight Riders,Powerplay,2019,MA Chidambaram Stadium,Chennai Super Kings,Loss,RV Uthappa,Batter,11,9,122.22,,,44.44,122.2222222,,127.11,,58.03246489
Kolkata Knight Riders,Powerplay,2018,Arun Jaitley Stadium,Delhi Daredevils,Win,RV Uthappa,Batter,1,2,50,,,50,50,,119.11,,58.03246489
Kolkata Knight Riders,Powerplay,2018,Eden Gardens,Chennai Super Kings,Win,RV Uthappa,Batter,6,9,66.67,,,66.67,66.66666667,,105.778,,58.03246489
Kolkata Knight Riders,Powerplay,2018,Eden Gardens,Mumbai Indians,Win,RV Uthappa,Batter,13,10,130,,,70,130,,97.778,,58.03246489
Kolkata Knight Riders,Powerplay,2018,Eden Gardens,Rajasthan Royals,Loss,RV Uthappa,Batter,3,9,33.33,,,66.67,33.33333333,,80.444,,58.03246489
Kolkata Knight Riders,Powerplay,2018,Eden Gardens,Rajasthan Royals,Win,RV Uthappa,Batter,4,6,66.67,,,50,66.66666667,,69.334,,58.03246489
Kolkata Knight Riders,Powerplay,2018,Holkar Cricket Stadium,Kings XI Punjab,Loss,RV Uthappa,Batter,1,1,100,,,0,100,,79.334,,58.03246489
Kolkata Knight Riders,Powerplay,2018,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Win,RV Uthappa,Batter,6,8,75,,,62.5,75,,81,,58.03246489
Kolkata Knight Riders,Powerplay,2018,Wankhede Stadium,Mumbai Indians,Win,RV Uthappa,Batter,6,12,50,,,66.67,50,,65,,58.03246489
Kolkata Knight Riders,Powerplay,2019,Eden Gardens,Royal Challengers Bangalore,Win,RV Uthappa,Batter,1,1,100,,,0,100,,78.334,,58.03246489
